推,噓,分數,作者,標題,時間
7,1,6,x6073123 (),[問卦] iPhone是不是真香,Sun Nov  1 03:31:03 2020
2,1,1,tommyshu (ranger00),[問卦] No Nut November你能持續幾天,Sun Nov  1 00:48:24 2020
9,18,-9,redspeed (RED),[新聞] 蔡總統召開國安高層會議 就五大面向作出,Sun Nov  1 10:44:19 2020
1,0,1,sodistrues (true),[新聞] 黎智英助理坦承參與拜登之子醜聞造假 深,Sun Nov  1 10:11:38 2020
1,0,1,zxc8424 (我無法忍受你的行為),[問卦] 學弟說的弱受睡姿是什麼東西？,Sun Nov  1 00:31:44 2020
7,1,6,XXXXGGYY ((4X鮑)),[問卦] 明天開會跟老闆說時空背景不同會怎麼樣?,Sun Nov  1 10:43:35 2020
0,0,0,hayate232 (CY),[問卦] 多喝水降體脂肪?,Sun Nov  1 01:26:09 2020
6,3,3,Lawleit (大員郭奉孝),[問卦] 梁嫌車上一堆內褲 為啥女學生內褲不拿走,Sun Nov  1 03:03:16 2020
3,2,1,sole772pk37 (咬我阿豬),[問卦] 有沒有早期捐血的八卦,Sun Nov  1 09:19:13 2020
2,2,0,ltytw (拉米亞妹妹),[問卦] 萍哥拍片時講台語會更棒嗎,Sun Nov  1 08:16:25 2020
0,0,0,hmenri (擺爛心得大師),[問卦] 妳是我的花朵當年多紅,Sun Nov  1 09:54:44 2020
5,0,5,isagoo (古先生),[問卦] 為什麼居住正義這件事情一直被魯蛇扭曲？,Sun Nov  1 10:03:13 2020
7,0,7,q5212 (q5212),[問卦] 狗為何怕殺狗的人?,Sun Nov  1 01:40:07 2020
1,3,-2,takuminauki (史迪格里茲粉),[問卦] 驚!! BLACKPINK居然有口水,Sun Nov  1 00:31:06 2020
16,5,11,GhostFather (鬼父Oni Chichi),[問卦] 為什麼剛剛PTT會斷線？,Sun Nov  1 05:27:23 2020
10,1,9,uilmas1 (品味寂寞入迷中),[問卦] 拜登之子的醜聞新聞是假的新聞？！,Sun Nov  1 10:01:37 2020
27,2,25,whiteadam (blue eyes blue),[問卦] 莫文蔚最經典的歌是?,Sun Nov  1 01:17:16 2020
2,4,-2,awdxabc295 (憤世嫉俗的肥宅),[問卦] 我們是不是都該要有包容的心？,Sun Nov  1 08:36:26 2020
2,1,1,lunqun35 (Sweet Caroline),[問卦] 大學跟男友同居的台女現在在幹嘛？,Sun Nov  1 00:30:13 2020
3,2,1,purue (purue),[問卦] 酸痛噴什麼最有效,Sun Nov  1 07:37:15 2020
27,2,25,bennyalen (小周),[問卦] 許久沒見的妹子突然聯絡是什麼意思？,Sun Nov  1 01:18:08 2020
2,1,1,plutox (網路上的芳鄰),[問卦] 請小妹妹吹冷氣大會受歡迎嗎？,Sun Nov  1 03:09:01 2020
7,7,0,as6633208 (okokokiknow),[問卦] 交了女朋友之後，就有點想耍廢了？,Sun Nov  1 08:45:54 2020
6,5,1,cheermin (客體錯誤),[問卦] 有沒有訂外送還要被嗆可憐的八卦,Sun Nov  1 11:17:21 2020
3,1,2,inmee (J),[問卦] 麥當勞炸雞腿比肯德基大支的八卦?,Sun Nov  1 00:33:31 2020
71,14,57,GGINDOWBOW (吃肥肥裝頹頹),[問卦] 大家對台南的標準是不是太高了,Sun Nov  1 09:12:05 2020
4,2,2,g318 (^___^),代號「X-,Sun Nov  1 07:34:46 2020
15,5,10,kingtama (立志成為唬爛王),[問卦] 殺外國人為什麼政府要道歉？,Sun Nov  1 08:14:28 2020
2,5,-3,justice0616 (你學長),[問卦] 獅子跟大象大家誰贏？,Sun Nov  1 02:53:15 2020
4,0,4,mazinkisa (kisa),[問卦]現在的美乃滋或沙拉比怎麼甜那麼多啊! ,Sun Nov  1 06:54:01 2020
8,3,5,kent (大屌肯特),[新聞] 女同學怕房內靈異哭聲？邀男同學分床睡 ,Sun Nov  1 09:55:30 2020
15,4,11,edwardsyo (愛德華),[問卦] 法律人是不是很難當很為難,Sun Nov  1 09:12:46 2020
10,1,9,Ironstick (鋼鐵蛇),[問卦] 妹子明明住樓上卻一直搞錯的八卦,Sun Nov  1 04:49:30 2020
6,2,4,superRKO (挖洗RKO),[問卦] 為啥美國投票是在平日？,Sun Nov  1 02:02:00 2020
4,0,4,Kimmy (Kimi),[問卦] 景嵐怎麼不上極智對決惹?,Sun Nov  1 10:01:37 2020
0,0,0,ilovettb (笑著笑著就哭了),[新聞] 北市男童裸身疑遭虐未安置 目前仍與生父繼母住,Sun Nov  1 00:29:16 2020
7,1,6,chen0625 (不知道要打什麼？),[問卦] 外送員一單是拿多少？,Sun Nov  1 10:23:48 2020
10,2,8,neiltsang (楚留香雞排),[問卦] 早餐吃卦包  亦包  幹怎麼打拉  會很肥ㄇ,Sun Nov  1 06:55:38 2020
234,53,181,Wojnarowski (@wojespn),[新聞] 酸蘇貞昌失智！柯文哲拒道歉：別裝傻,Sun Nov  1 10:21:26 2020
14,5,9,kingtama (立志成為唬爛王),[問卦] 家屬可以要求國賠了吧？,Sun Nov  1 08:34:51 2020
2,0,2,ivorysoap (ivorysoap),[問卦] 台南最近多災多難 是不是肉臊飯害的？,Sun Nov  1 09:59:08 2020
10,0,10,q10242 (黑田祐司),[新聞] 萊豬大戰 柯文哲嗆鬼扯：公文是溝通還是,Sun Nov  1 10:42:13 2020
88,34,54,leafshot (5566),[新聞] 隨機性侵殺人還洗劫 律師：判死機率相對,Sun Nov  1 10:23:17 2020
3,2,1,Beanoodle (津崎似超人平匡先生),[問卦] 上海圖書館很有名嗎?,Sun Nov  1 01:05:51 2020
8,0,8,Burney000000 (六零波尼),[問卦] 台灣人沒房是不是自找的啊,Sun Nov  1 08:48:03 2020
4,0,4,Ejaculation (小易),[問卦] 美選會有奧步嗎,Sun Nov  1 10:32:13 2020
296,47,249,kid725 (凱道基德),[新聞]柯文哲對同志示好?北市府2021舉辦亞洲平權,Sun Nov  1 06:50:33 2020
2,1,1,Paul1021 (胡迪),[問卦] 住101旁邊很衰小的卦,Sun Nov  1 00:45:49 2020
3,1,2,mucorn (MU),[問卦] 土耳其地震台灣不去嗎？,Sun Nov  1 11:03:22 2020
4,3,1,oscarwu3041 (夢想家的羽毛),[問卦] 是什麼令我對你難以忘懷？,Sun Nov  1 03:40:05 2020
30,11,19,westdoorcard (West),[問卦] 財經仙女力挺大陸：在台灣很悶,Sun Nov  1 10:01:52 2020
37,2,35,tasty678 (tasty678),[新聞] 美國單日確診破10萬 刷新全球紀錄,Sun Nov  1 08:11:53 2020
4,2,2,azt911231 (),[問卦] 從防治精神疾病社會安全網,Sun Nov  1 07:59:03 2020
12,5,7,abc12812 (),[問卦] 姦殺女大生犯人打99通電話來的及嗎?,Sun Nov  1 02:00:48 2020
86,48,38,tt7642 (你睏),[問卦] 是不是完全不能反對同志？,Sun Nov  1 07:27:39 2020
30,2,28,linwahaha (),[新聞] 貧窮線將升 北市25K列中低收入戶,Sun Nov  1 02:54:13 2020
3,0,3,laptic (靜夜聖林彼岸花),[問卦] 馬來西亞華人比較多學中文簡體字？,Sun Nov  1 10:52:59 2020
8,0,8,CrazyStar09 (小安),[新聞] 全台僅5處！ 士東市場、南門市場、寧夏夜,Sun Nov  1 10:07:39 2020
2,1,1,qazStarStar (我不是派大星),[問卦] 台南未來那個區發展會比較好？,Sun Nov  1 05:26:12 2020
4,1,3,Superxixai (洪粉吱已),[問卦] 震驚片！超巨大豆輪,Sun Nov  1 08:41:25 2020
6,3,3,ptt987654321 (),[新聞] 吃飯AA制的都渣男？他「一番話」全戰翻：,Sun Nov  1 10:39:38 2020
17,2,15,wbsinger (罪愛死奴屄),[新聞] 台北男求職不順！撕毀「12.6萬紙鈔」往,Sun Nov  1 10:40:41 2020
22,2,20,a0953781935 (),[問卦] 客服月薪可以70k以上嗎？,Sun Nov  1 09:14:33 2020
8,2,6,kenny1300175 (蘇湖),[新聞] 家屬慟：規劃來台參加畢典變認屍,Sun Nov  1 07:56:12 2020
4,0,4,hareluyac (還我清新廢文八卦版),[問卦] 中國人怕鬼愛講八卦西洋人也怕鬼愛講八卦,Sun Nov  1 10:02:27 2020
4,0,4,wnglon (冷面笑匠),[問卦] iphone 12 跟XR哪個cp值高？,Sun Nov  1 05:32:18 2020
12,2,10,PrinceKanto (生田絵梨花は俺の嫁),[新聞] 竹科工程師七年之癢床戰前女友5天 保險套,Sun Nov  1 10:54:33 2020
4,3,1,APUDOOR (APUDOOR),[問卦] 台南殺人案是不是先噓法官,Sun Nov  1 02:30:56 2020
11,2,9,radiotofu (電台豆腐),[問卦] 大耳狗和KiKi LaLa要怎麼選？,Sun Nov  1 00:51:04 2020
29,14,15,sakaba (早起的鳥兒),[新聞] 英媒：金正恩興建70層高樓 逼工人吸毒趕進度,Sun Nov  1 01:37:30 2020
4,1,3,mark751019 (☆比哈士奇帥一點☆),[問卦] 當初的法官錄取有用公務員外省保障名額嗎?,Sun Nov  1 04:20:02 2020
0,0,0,FacialHairTz (鬍踢記),[問卦] 有沒有幻覺的八卦,Sun Nov  1 00:29:13 2020
1,2,-1,XXXXGGYY ((4X鮑)),[問卦] 大家看到JK會不會想尿尿?,Sun Nov  1 10:09:21 2020
9,10,-1,bencert (根本ㄏㄏ),[問卦] 台科在普大中略輸成大小贏中央？,Sun Nov  1 01:07:11 2020
9,5,4,ss311tw (戰神東方祥),[問卦] 日輪刀被砍斷了怎麼辦,Sun Nov  1 08:26:39 2020
8,3,5,lpbrother (LP哥(LP = Love & Peace)),[問卦] 警察拿到破案獎金通常怎麼花？,Sun Nov  1 07:27:19 2020
8,0,8,moneybuy (),[問卦] 史比特瓦根集團跟中川集團哪個有錢?,Sun Nov  1 01:00:25 2020
202,14,188,SmallCave (沉寂濕漢),[爆卦] 潭子深夜大火,Sun Nov  1 01:40:21 2020
3,10,-7,zzyyxx77 (討噓大師77),[新聞] 教育部前下跪！蔡阿嘎突喊「對不起大家」,Sun Nov  1 11:25:11 2020
106,6,100,dunking (秋高氣肅),[爆卦] 天鵝颱風成為21世紀以來的風王,Sun Nov  1 03:26:29 2020
14,1,13,hlvj (Fly Phoebe),[新聞] 英國首相宣布英格蘭即將進入2次全國封鎖,Sun Nov  1 05:29:15 2020
24,7,17,hittler (西斯特),[問卦] 每年股利是甚麼感覺?,Sun Nov  1 09:25:30 2020
1,3,-2,y3226999 (咪苦說她喜歡我 >///<),[問卦] 女同學的夢想,Sun Nov  1 01:36:23 2020
5,1,4,Vicky1016 (蜜雪),[新聞] 《經濟學人》預測：川普勝選機率只剩4%,Sun Nov  1 06:19:24 2020
4,1,3,sofaly (沙發椅),[新聞] 柯文哲暗酸蘇揆失智 政院：把疾病掛在嘴,Sun Nov  1 10:07:53 2020
5,1,4,vikk33 (vikk33),[問卦] 吃案怎麼吃?,Sun Nov  1 09:53:33 2020
2,0,2,iComeInPeace (匹——嘶！),[問卦] 螢幕使用時間這樣算乖寶寶嘛,Sun Nov  1 08:42:53 2020
1,0,1,eugenehi22 (最開心的事:笑看腦殘蛆蛆),[問卦] 當初抗爭不要捷運經過的居民現在在想什,Sun Nov  1 10:16:08 2020
2,3,-1,JC910 (JC910),[問卦] 自然形成的夜市484比人工夜市好太多了,Sun Nov  1 10:34:10 2020
0,0,0,cwh0105 (Ex咖哩棒),[問卦] 拜登當選美國會變成蘿莉之國嗎?,Sun Nov  1 11:31:11 2020
15,34,-19,sonyabear (忍魯腹重),[問卦] 妹妹不讓我擦小穴該怎麼辦？,Sun Nov  1 07:59:25 2020
15,2,13,swatch44 (Dr.No),[問卦] 暗網最殘忍影片是哪部?,Sun Nov  1 11:04:59 2020
0,1,-1,songgood (ilovegoodgame),[問卦] 男主為何還要跟乙女姐結婚,Sun Nov  1 08:43:30 2020
0,0,0,analiya (莉雅),[問卦]川普任命大法官將讓他順利連任美國總統？,Sun Nov  1 11:34:30 2020
3,3,0,Greedguilty (落合),[問卦] 怎樣的油條才算是合格,Sun Nov  1 03:00:38 2020
2,2,0,radiotofu (電台豆腐),[問卦] 日本女高三生有多大？,Sun Nov  1 09:11:34 2020
3,2,1,Aloee (柯粉),[問卦] 怎麼向大馬人傳遞台灣can help的訊息,Sun Nov  1 10:42:00 2020
8,1,7,kinjk01 (小白),[問卦] 線上博弈這麼夯怎麼不實體化？,Sun Nov  1 00:30:16 2020
6,2,4,chen5566 (文心),[問卦] 為什麼台灣配音版不用台語？,Sun Nov  1 08:50:07 2020
0,1,-1,qwqwaas (MADE),[問卦] 氣泡水打開後能放多久?,Sun Nov  1 08:37:37 2020
4,3,1,RLAPH (川尻浩作),[問卦] 幹比自己小11歲的女生  會有罪惡感嗎,Sun Nov  1 02:00:21 2020
6,2,4,currry (南港李國毅),[問卦] 持修金音獎摃龜原因竟是...,Sun Nov  1 10:21:31 2020
11,6,5,fnm525 (Pluie céleste),[問卦] 我發現了永動機了！！！,Sun Nov  1 03:35:10 2020
2,0,2,Qoo2222 (Qoo2222上來說是 但是缺3),[問卦] 現在還會缺流感疫苗嗎???,Sun Nov  1 11:11:31 2020
11,3,8,pchion2002 (阿我就怕被罵阿),[問卦] 便利商店先開瓶喝 再結帳 可以？,Sun Nov  1 10:39:05 2020
140,38,102,oceanplus (plus++),[新聞] 一家最後合照曝　女大生媽淚：台灣還我女,Sun Nov  1 11:05:25 2020
0,0,0,ILike58 (小菊花),[問卦] 有沒有肌動減脂的八卦？,Sun Nov  1 10:44:50 2020
8,5,3,addison123 (鄉下小鮮肉),[問卦] 欸，馬來西亞女大生在中國被姦殺會？,Sun Nov  1 11:29:36 2020
3,0,3,ReiFu21 (ReiFu),[問卦] MP5 vs 集氣槍 vs 能量槍 vs 火箭筒,Sun Nov  1 10:02:28 2020
5,0,5,nuturewind (自然風),[問卦] 說到史恩康納萊你會想到(最喜歡)哪部電影,Sun Nov  1 00:49:52 2020
5,2,3,ryusenming ( ),[問卦] 很窮有正妹女友跟有點錢沒女友會選哪個?,Sun Nov  1 11:23:11 2020
7,1,6,edwardsyo (愛德華),[問卦] 島耕作是不是運氣好的社畜公司狗渣男,Sun Nov  1 08:58:49 2020
4,0,4,GonVolcano (火山君),[問卦] 有沒有台灣人常常在看病的掛,Sun Nov  1 11:04:42 2020
24,4,20,yuanisme (www),[問卦] 釣蝦釣半天ㄧ隻都沒釣到 求解,Sun Nov  1 01:50:50 2020
14,2,12,pp771017 (橫艾),[問卦] 萬聖節最沒創意的造型是蜘蛛人嗎？,Sun Nov  1 07:39:18 2020
132,29,103,safelove (安全的愛),[問卦] 鬧這麼大 死刑定了吧?,Sun Nov  1 10:46:37 2020
0,0,0,LiaMeow (有時候甜蜜的心花朵朵開),[新聞] 一家最後合照曝　女大生媽淚：台灣還我女,Sun Nov  1 11:32:40 2020
7,15,-8,tatty5566 ( ),[問卦] 聽說這裡打嘻嘻就會被噓？,Sun Nov  1 00:44:12 2020
42,37,5,ubcs (覺★青年超冒險蓋),[公告]十月份置底閒聊區      ,Wed Oct  7 16:57:26 2020
34,19,15,lpbrother (LP哥(LP = Love & Peace)),[新聞] 今抵台接愛女 父母慟不再來傷心地 女大,Sun Nov  1 10:25:37 2020
107,1,106,lockingsong (),[問卦] 起司可以算是最空虛的食物,Sun Nov  1 00:39:23 2020
11,0,11,bennyalen (小周),[問卦] 女生：突然想到你，是什麼意思？,Sun Nov  1 11:21:15 2020
27,11,16,littlethe (東周流浪漢),"[問卦] 為什麼第一次馬來西亞女生被殺時,不轟動?",Sun Nov  1 09:38:11 2020
5,4,1,yji3vu4gj4 (YJI),[問卦] 台北人沒錢買藍芽耳機？,Sun Nov  1 08:52:28 2020
1,7,-6,sunskies (suica card),[問卦] 如何讓哥哥不要接近我的小穴？,Sun Nov  1 08:08:02 2020
2,4,-2,shampoopoo (毛寶洗髮精),[問卦] 有Serj Tankian 的八卦咪,Sun Nov  1 00:25:17 2020
3,1,2,josherion (Josh),[問卦] 我們與惡的距離的王律師,Sun Nov  1 11:25:03 2020
0,0,0,Alertme (-.-),[問卦] 你們都不怕亂噓害人變成犯罪者？,Sun Nov  1 11:34:24 2020
0,0,0,dasuininder (硬派大叔),[問卦] 廢死仔是不是只會出一支嘴啊,Sun Nov  1 11:32:18 2020
2,1,1,seiya2000 (風見),[問卦] 八卦鄉民理財觀是不是很差,Sun Nov  1 10:43:57 2020
9,4,5,freeclouds (創造自己新的人生),[新聞] 國安高層會議｜蔡英文向北京喊話　「及,Sun Nov  1 01:11:01 2020
5,0,5,tml7415 (國民黨不倒 台灣不會好),[問卦] 大家對台南的標準是不是太高了,Sun Nov  1 10:17:53 2020
33,13,20,luxuryer (),[新聞] 他告白警察遭諷「玫瑰捅屁眼」　高雄警被,Sun Nov  1 10:07:23 2020
7,0,7,stjchl (潮王鄭成功),[問卦] 1664缺貨的八卦,Sun Nov  1 00:51:08 2020
3,0,3,smileboy2016 (Sand Tree Pad),[問卦] 近視與日光燈照明有關嗎？,Sun Nov  1 10:13:41 2020
8,2,6,Vicky1016 (蜜雪),[新聞] 川普取消大選夜慶功晚會 當晚留在白宮,Sun Nov  1 06:33:33 2020
8,0,8,asas1asas200 (廢文製造者),[問卦] 有親子專用車廂為什麼沒有兒童禁止車廂,Sun Nov  1 08:44:42 2020
30,12,18,zoosleep (王者),[新聞] 愛女遭擄殺客死他鄉...母盼嫌被判絞刑「,Sun Nov  1 00:43:39 2020
12,4,8,silentknight (清純男),[問卦] E奶美女學姊 找我當她SWAG影片男主角,Sun Nov  1 11:01:39 2020
4,1,3,Jasonbon (),[問卦] 台南 跟 台男 哪個容易上新聞,Sun Nov  1 10:09:55 2020
7,0,7,TESA (TESA),[問卦] EMT1可以幹嘛？,Sun Nov  1 10:12:31 2020
11,3,8,shala (沙羅是轉換後的文字檔打m),[問卦] 大家覺得這些人數前五的國家治安好嗎,Sun Nov  1 09:23:30 2020
3,1,2,kennetharies (阿K),[問卦] 一堆名人搶扮炭治郎，扮上三不是比較帥,Sun Nov  1 11:28:11 2020
2,0,2,chot (C-hot),[新聞] 林佳龍任台大國發所客座講師 談政府創新,Sun Nov  1 09:28:20 2020
8,2,6,ivorysoap (ivorysoap),[新聞] 女大生命案「路燈不亮」所致　黃偉哲反,Sun Nov  1 09:48:33 2020
2,2,0,bezbol (o.o),[問卦] 零安樂死 X 廢死，然後呢？,Sun Nov  1 10:59:39 2020
2,0,2,wnglon (冷面笑匠),[問卦] 新北 台中 台南 高雄哪邊瘋子多？,Sun Nov  1 05:19:34 2020
10,5,5,DoncicInPTT (東七七玩批踢踢),[問卦] 仇女、仇甲、單身、肥宅交集為什麼會這麼,Sun Nov  1 10:50:46 2020
3,0,3,STAV72 (刁民黨黨務主委),[新聞] 脂肪結構成為防禦機制，細胞運用脂肪滴,Sun Nov  1 11:28:30 2020
10,0,10,ato0715 (熊),[爆卦] 台北市2015年1月至今故意殺人數 全國第一,Sun Nov  1 09:53:38 2020
16,1,15,lamigo520 (菜市口阿勇),[問卦] 分手時做過什麼事情？,Sun Nov  1 08:22:55 2020
0,0,0,lichuer (Z揪兒),[問卦] 重點根本不是死刑而是司法改革吧==,Sun Nov  1 11:31:00 2020
49,14,35,Birthday5566 (生日5566),[問卦] 長榮女大生案，政府該如何補救？,Sun Nov  1 09:43:50 2020
3,0,3,Dinenger (低能兒),[問卦] 今晚的蓮蓬頭在想什麼？,Sun Nov  1 01:30:33 2020
11,0,11,minifat (迷你肥辦公室),[問卦] 醫師都怎麼選老婆,Sun Nov  1 00:28:25 2020
5,0,5,maybetodo (np),[問卦] 當路燈不亮會想到誰呢？,Sun Nov  1 09:58:04 2020
2,2,0,teeheehee (軟尾拋拋翔(′・ω・`)),[問卦] 快艇隊沒事搬來有湖人隊的洛城是怎樣==？,Sun Nov  1 09:29:25 2020
5,2,3,taiwan08 (save the one for all),[新聞] 叫外送火鍋「太新鮮」...他尷尬開涮變公,Sun Nov  1 10:42:08 2020
4,5,-1,y3226999 (咪苦說她喜歡我 >///<),[問卦] 虐待初音會怎樣嗎==？,Sun Nov  1 01:16:58 2020
9,1,8,slovea (YiYinKing),[問卦] 一直夢到獨角獸正代表什麼,Sun Nov  1 11:07:55 2020
1,0,1,bg00004 (絕緣體),[問卦] 殺外國人為什麼政府要道歉？,Sun Nov  1 08:26:13 2020
1,0,1,horse5566lee (魅力型男★☆黃敬堯☆★),[問卦] 台灣戒嚴時期的中將算很威嗎？？,Sun Nov  1 01:02:46 2020
9,7,2,Lawleit (大員郭奉孝),[問卦] 同志大遊行有多少是同志？,Sun Nov  1 02:41:36 2020
13,9,4,iam4k (im4k),[問卦] 這麼廢的部長留著幹嘛？,Sun Nov  1 10:54:49 2020
2,0,2,andy199113 (Andy),[問卦] 爆氣！有沒有 youtube-dl 被下架的八卦？,Sun Nov  1 02:41:33 2020
13,0,13,akway (生活就是要快樂),[新聞]從小美到大！女神黑嘉嘉11歲超萌嫩照曝光,Sun Nov  1 09:02:57 2020
1,1,0,Qorqios (☁銀長直傲嬌JK☁),[問卦] 有沒有家庭，假日在咖啡館待一整天的卦,Sun Nov  1 08:49:24 2020
14,3,11,zxc881230 (神槍手打手槍神),[問卦] 預算五萬 新手入門卡打車怎麼買,Sun Nov  1 09:44:11 2020
19,11,8,defendor007 (阿里巴巴我在這),[問卦] 歧視法律人是全民運動吧？,Sun Nov  1 08:29:02 2020
1,0,1,zapzone (問卦大師),[問卦] 發燒,Sun Nov  1 10:05:43 2020
4,13,-9,shpongle (夜空中最亮的星),[新聞]川普下 拜登上就能撥亂反正?克魯曼:好天真,Sun Nov  1 00:37:57 2020
2,0,2,praiseZun (praiseZun),[問卦] 川普的youtuber頻道競選影片,Sun Nov  1 01:38:27 2020
1,3,-2,aynmeow5566 (艾喵56),[問卦] 法輪功難道不怕得罪美國嗎,Sun Nov  1 00:40:16 2020
39,15,24,nobody0303 (),[問卦] 沒人覺得一輩子工作很可怕嗎！,Sun Nov  1 01:35:06 2020
1,1,0,KH21 (氫化鉀21),[新聞] 狠奪人命！梁育誌鬆口：性侵後才勒斃鍾女,Sun Nov  1 00:22:30 2020
1,0,1,a11111a4210 (clh),[問卦] 有台南殺人犯啥時可以吃豬腳麵線的卦?,Sun Nov  1 11:26:32 2020
3,1,2,gay7788 (卡稱之神=卡神),[問卦] 隔壁屋頂有人在唱歌腫膜棒,Sun Nov  1 00:29:31 2020
5,1,4,firelemon (魯魯修),[問卦] 擄肉犯之都,Sun Nov  1 09:25:04 2020
0,0,0,adidas52088 (阿軒把醜話說在前頭，「),[問卦] 獵人是不是也該畫劇場版？,Sun Nov  1 11:32:56 2020
1,1,0,gologo (),[問卦] 周星馳的武打實力?,Sun Nov  1 09:05:31 2020
0,0,0,foreverthink (曹雞拜振恰倪嵐),[新聞] 英媒：金正恩興建70層高樓 逼工人吸毒趕進度,Sun Nov  1 01:59:58 2020
5,2,3,sushi11 (偶像可以亂摸嗎peko),[問卦]  拜拜可以選擇拜魔關羽嗎,Sun Nov  1 00:49:29 2020
7,6,1,hahaopen (chun),[問卦] 月收10萬  要選全存  還是交2個以上女友,Sun Nov  1 09:54:18 2020
14,0,14,Kimmy (Kimi),[問卦] 台灣藝人誰適合演佐為？,Sun Nov  1 11:10:20 2020
2,0,2,s510410 (雨漫窗台),[問卦] Line 484壞掉了,Sun Nov  1 06:56:55 2020
14,16,-2,muchmany (citycafe),[新聞] 財經網美：「我個性可能變大陸人了」認在,Sun Nov  1 10:14:19 2020
4,2,2,kronioel (鵝妹子英),[新聞] 長榮女大生命案 成馬來西亞華文媒體頭版,Sun Nov  1 10:01:06 2020
2,0,2,kuijun228 (Daoko小粉絲),[問卦] 台南芒果干,Sun Nov  1 02:13:25 2020
9,0,9,icro111 (大色胚),[新聞] 女大生命案被質疑吃案　黃偉哲駁：如果,Sun Nov  1 07:57:30 2020
33,13,20,tarcy2767 (小紅帽找大野狼),[新聞]韓黑譏人少 罷捷總部貼出「超震撼照片」,Sun Nov  1 07:10:45 2020
10,4,6,hiball (魔鬼肥肉人),[問卦] Pixel 5手機言過其實的八卦？,Sun Nov  1 09:11:47 2020
2,2,0,covenant (藍悠),[問卦] 什麼情境下會管不住懶叫？,Sun Nov  1 11:19:28 2020
38,6,32,ivorysoap (ivorysoap),[新聞] 放任校安死角！長榮大學「未依規定通報」,Sun Nov  1 10:16:34 2020
14,14,0,s785602 (s785602),[問卦] 老高是不是顯露本性了?,Sun Nov  1 00:38:03 2020
12,8,4,LoveMakeLove (ボケ),[新聞]為何台灣畫不出鬼滅之刃這樣的漫畫？網曝,Sun Nov  1 08:06:02 2020
4,5,-1,smileboy2016 (Sand Tree Pad),[問卦] FedEx航線很愛穿越台灣核心上空？,Sun Nov  1 06:56:18 2020
3,1,2,Cocochia (我是閃電經濟學家),[問卦]  蛀牙是醫生沒有盡到醫生的責任？,Sun Nov  1 05:33:54 2020
37,4,33,iamshana (CANINE力集中在一些重要S),[新聞] 2020高中生最愛十大好書 《台北人》連,Sun Nov  1 10:32:08 2020
10,1,9,oftisa (oo),[問卦] 川普什麼時候說過白人至上?,Sun Nov  1 09:06:23 2020
28,10,18,kenzo (kenzo),[新聞] 女大生遭擄殺案早能避免？他怒嗆黃偉哲,Sun Nov  1 10:13:11 2020
9,1,8,xup6xu6 (一人一隻雞翅膀),[問卦] 任天堂御三家是哪三家？,Sun Nov  1 08:06:13 2020
5,2,3,plutox (網路上的芳鄰),[問卦] 鬼滅動畫是不是低素質的在看？,Sun Nov  1 08:28:45 2020
2,2,0,Mariano42 (Mariano Rivera),[新聞] 美海豹6隊奈及利亞顯神威救援人質 川普：,Sun Nov  1 02:28:59 2020
8,3,5,ForTheHorde (為了部落！),[問卦] 看到祖國人在大廈頂端打手槍怎麼辦?,Sun Nov  1 03:43:41 2020
13,0,13,chun0303 (chun),[新聞] 愛琴海強震後艾爾段感謝各國祝福 包括台,Sun Nov  1 08:37:52 2020
37,10,27,dodo52woman (嘟嘟左右衛門),[問卦] Gay是上帝創造的嗎？,Sun Nov  1 07:03:34 2020
3,11,-8,Dimihaha (ㄅㄑ),[問卦] 哪一版老人最多?,Sun Nov  1 01:03:13 2020
20,8,12,leon105 (@@),[新聞] 美戀童士官拐13歲女回軍營！　「性侵虐6,Sun Nov  1 08:14:38 2020
2,2,0,oceanplus (plus++),[問卦] 梁嫌車上一堆內褲 為啥女學生內褲不拿走,Sun Nov  1 02:31:57 2020
16,3,13,ytkuang (就是那個光),[新聞] 別跟錢過不去！失業男撕鈔票出氣 判罰13,Sun Nov  1 10:37:38 2020
1,1,0,minifat (迷你肥辦公室),[問卦] 警察都怎麼選老婆,Sun Nov  1 00:35:23 2020
5,0,5,Usayhiisayha (【〖《〔（{`}）〕》〗】),[問卦] 沒想到我白眉鷹王今天？,Sun Nov  1 08:31:52 2020
0,0,0,opemhood (大漢堡),[問卦] 要當棋子還是塞子？,Sun Nov  1 10:00:29 2020
0,0,0,CavendishJr (真禮梅西姐姐♡),[新聞] 為掌握疫情擴大情況 日本擬進行第二次萬,Sun Nov  1 11:35:38 2020
2,0,2,mossdevin (Devin Moss 10),[問卦] 老師教英文的八卦,Sun Nov  1 08:05:40 2020
2,5,-3,RS5566 (懶叫好吃^Q^),[問卦] 剛剛想到襪子套屌不夠噴,Sun Nov  1 02:20:29 2020
6,4,2,fawangching (陽光宅叔),[問卦]  全球 什麼時候 才能恢復 正常出國？,Sun Nov  1 08:53:19 2020
3,3,0,bluebagel (果果:)),[問卦] 半夜的uber eat可以點什麼？,Sun Nov  1 00:31:25 2020
5,3,2,Ed860227 (Phag125),[問卦] 廢死應該不是為了人權吧？,Sun Nov  1 02:50:18 2020
27,11,16,M5D (舒跑套水更好喝),[新聞] 台鐵斷軌初步調查出爐 林佳龍要求11月底,Sun Nov  1 06:51:49 2020
7,0,7,GraceMa (我喜歡騎馬),[問卦] 在台灣女生一定要化妝嗎,Sun Nov  1 02:15:17 2020
